sentence	label
IndiaFightsCorona:📍Are antibiotics effective in preventing and treating the new coronavirus?➡️No, antibiotics do not work against viruses, only bacteria. 2019-nCoV is a virus, therefore antibiotics💊shouldn't be used as a means of prevention or treatment.Via  IndiaFightsCorona:📍Can eating garlic help prevent infection with the new coronavirus❓➡️ There is no evidence from the current outbreak that eating garlic has protected people from coronavirus. StayHomeSaveLivesVia  IndiaFightsCorona:📍Does the new coronavirus affect older people, or younger people also susceptible?➡️People of all ages can be infected by the new coronavirus. Older people &amp; people with pre-existing med. conditions (like asthma, diabetes) appear more vulnerable.Via  IndiaFightsCorona:🔘 FACTThe new coronavirus cannot be transmitted through mosquito🦟 bites.StayHomeSaveLivesVia  	0
  _A_Baker Hey Siri, what is herd immunity? Oh! It requires everyone able to get vaccinated to do so for the immunocompromised who can’t. And that’s the only way it’ll work? GotchaSee this?!?!?!  Insanity!  Each injection contains multiple inoculations!  All the same dose a 300lb man would receive!  That’s right! They don’t alter the dose for babies! The dose is based on cells in the body, not weight or age!!! sick _A_Baker I think all the anti vaxxer should buy a huge island and go live there with no science. I don’t need them putting my family at risk. _A_Baker They won't be putting your family at risk if you take vaccines , if anything you'll be a risk to them so chill. Also Im not taking no Vaccines made by China lmao  _A_Baker xD That's not the real definition during the spanish flu heard immunity was letting people get infected in hopes that the uninfected people would be protected by the infected anti bodies 🙃 And I didnt say I wouldnt take a vaccine for covid, just not Chinas lmao	0
FOH   wow they moved pretty fast !  how did they get there HA! I knew it!   its only an 8 hr drive  If ISISWasinMyBACKYARD? I might begin 2 try 2 UNDERSTAND2? But StillLOTEOfQUESTIONS?  And there was immediate threat or need to worry ?????   WTF !!!!!!  Probably got caught by not declaring their booze and butter ohhhh ... They got some 'splainin to do!	0
In the , we continue to base our decisions on facts based in science. We will always prioritize the health and security of ALL of our residents.	0
*How does COVID-19 spread?*🤧 People can catch COVID-19 from others who have the virus. 💦 The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. 1/3_Official COVID2019 These droplets land on objects and surfaces around the person. 👈 Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. 2/3↔️ People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick. 3/3	0
Breaking news here Oooof hoodsoff opkkk anonops anonymous anonfamily kkk racism _LA  Now, hopefully the parents/people in Indiana will be able to get the CBD oil needed to treat their loved ones._LA   Coats has already said he's not running for another term. Yea!!!_LA And this my friends is who represents the American People? A real FCKing shame.	1
"""What are the symptoms of COVID-19 as it gets worse?"" by    A par confuses how children are affected with whether they transmit the virus. ""While children are key drivers of influenza transmission in the community, initial data from the COVID-19 pandemic suggests children are far less affected..."" Kids can transmit the virus, can't they?"	0
How does COVID-19 spread? In the past few weeks, the world has been fighting the Covid-19 pandemic and Nigeria has a few confirmed cases already. In spite of this, we want you to stay safe and exercise preventive measure in order to minimize the spread of the viruscovid_19 staysafe nigeriaporkvest How do we prevent the spread of COVID-19? 	0
Can eating garlic help prevent infection with the new coronavirus?Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirusstayhome staysafe _001 Be safe and stay healthy_001 Be safe everyone_001 Follow the measures undertaken by the government	0
    Houston death rate is 550 people out of 6M.  What is NYC?  Houston had not built up any herd immunity like NYC.  The protests were like a grenade into the phased process.  Houston ICU's were at 64% for non-Covid due to the shut downs.  Now delayed again.  High cost for protests.So the rise in Covid cases is because we’ve opened up and not the massive protests? Ok....I see the new talking point. Ugh. Can we get someone..anyone...to report news and stop with the talking points?   “More positive cases” doesn’t mean anything at this point. Testing has increased exponentially, and there are duplicate cases reported where people are tested more than once. My mother-in-law In a retirement home was tested at least 4 times with 3 positive results.	0
😔 RT : 4 legged chickens: FDA Confiscates Several Thousand Chickens From KFC Farms As Mutations Worsen 	1
How does COVID-19 spread?People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. 1/3Let´s help fight the spread of the coronavirus. Let´s protect ourselves, our loved ones, colleagues, friends, the community and our country. So here´s a thread of Q&amp;A on coronaviruses (COVID-19) from World Health Organization.CovidfreeAprilCovidfreePhilippinesCovidfreeWorldSome people become infected but don’t develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. 2/3Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.3/3These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. 2/3People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.3/3Can the virus that causes COVID-19 be transmitted through the air?Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.Can CoVID-19 be caught from a person who has no symptoms?The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. 1/2However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  2/2	0
 Let’s see some arrests. What do these symbols mean if there are no arrests? If any of this is true then why would they be taken down now? And when? All these Q drops haven’t amounted to anything factual. I’m just being real here. Show me results.  Gonna be waiting quite a while I’m afraid...   It looks like things are happening. 	0
  _jaycee Again, what is covid 19?  At this point seemingly the flu. Recent antibody tests in Miami Dade alone indicate such.  Not to mention the studies in Santa Clara and new York.  It's time we see we've been fooled. There’s a self sorting going on, and no government can stop it...Those who wish to remain quarantined are, those choosing normal life over the risks are...It’s immoral and destructive to keep things locked down when there is no fear of a health care system... _jaycee As long as you return to your beaches in your state and stay out of my state will be good with the beaches.Look at the I-10 corridor from Texas to Florida and you can see where the spring breakers and vacationers came through in February that whole corridor is contaminated.  _jaycee Contaminated. But with what?  A cold?  A flu?  Some new thing that 99.5 percent of humans can and do fight off with white blood cells alone, not even needing otc meds.   Get real.   Let's get back to work and life.  _jaycee That whole I-10 corridor is contaminated with covid-19. I didn't just pick that out of the air to say it there's a map showing where all the cases are.. I don't care if people go back to work I just don't want the people where I live to get sick because ppl come here.  _jaycee Contaminated with what?Again, what is covid-19?I'm sure you had to dig deep to think of what to say while trying to be a smart-ass. I don't know whether you realize this or not I didn't ask for any comments,I made a statement and nothing of it concerns you.  _jaycee That whole I-10 corridor is contaminated with covid-19. I didn't just pick that out of the air to say it there's a map showing where all the cases are.. I don't care if people go back to work I just don't want the people where I live to get sick because ppl come here.  _jaycee Just wanting you stop being scared.  We know it's nothing to be afraid of unless you choose to be.  Recent antibody tests show that it has a very low fatality rate and has likely been here since late 2019. You may choose fear if you wish.   _jaycee I'm  not afraid for myself. It's  the ppl in my community  I want kept safe. When vacationers come here and they've got 20 in a room and the restaurants same then a service station movies.  Who you think's going to get sick the people that live here. I care for my community.  _jaycee Also, personal digs and insults are not the way to counter paths of logic and data.  It proves many things about you, but not your point.  _jaycee I wasn't personal digs, when I repeated what you said I was making sure I had it right what you were saying repeating me because when you repeated me it sounded like you were trying to talk down to me..	0
Q. How long does the virus survive on surfaces?A. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days... (A thread👇)This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Wash your hands with soap and water or clean them hands with an alcohol-based hand rub. Avoid touching your eyes, mouth, or nose. At what time/day would one test +ve after contact with a +ve patient 	0
What are the symptoms of COVID-19?The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.Can the virus that causes COVID-19 be transmitted through the air?Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.Can CoVID-19 be caught from a person who has no symptoms?The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. However, many people with COVID-19 experience only mild symptoms.This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions:Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water.Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands.Maintain at least 1 metre (3 feet) distance between yourself and anyone who is coughing or sneezing.Why?When someone coughs or sneezes they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease.Avoid touching eyes, nose and mouth.Why?Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick.Make sure you, and the people around you, follow good respiratory hygiene.This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately.Why?Droplets spread virus. By following good respiratory hygiene you protect the people around you from viruses such as cold, flu and COVID-19. Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance.Follow the directions of your local health authority.Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility.This will also protect you and help prevent spread of viruses and other infections.Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places – especially if you are an older person or have++diabetes, heart or lung disease.Why? You have a higher chance of catching COVID-19 in one of these areas.For more information, please contact us. ✨E-mail: info.combgghealthcare health healthy healthylifestyle healthcare coronavirus Coronaturkey COVID19	0
🚨Drinking alcohol does not protect you against COVID-19 and can be dangerous🚨Frequent or excessive alcohol consumption can increase your risk of health problems. Covid19 mythbusters  🚨You can recover from COVID-19. Catching the new coronavirus DOES NOT mean you will have it for life🚨Most patients recover thanks to supportive care.Covid19 mythbusters  🚨Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from COVID-19 or any other lung disease🚨The most common symptoms of COVID-19 are dry cough, tiredness and fever.Covid19 mythbusters  🚨COVID-19 virus can be transmitted in areas with hot and humid climates🚨From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather.Covid19 mythbusters  🚨Cold weather and snow CANNOT kill the new coronavirus🚨There is no reason to believe that cold weather can kill the new coronavirus or other diseases.Covid19 mythbusters  🚨Taking a hot bath does not prevent the new coronavirus disease🚨Taking a hot bath will not prevent you from catching COVID-19.Covid19 mythbusters  🚨The new coronavirus CANNOT be transmitted through mosquito bites🚨To date there has been no information nor evidence to suggest that the new coronavirus could be transmitted by mosquitoes.Covid19 mythbusters  🚨Are hand dryers effective in killing the new coronavirus?🚨No. Hand dryers are not effective in killing the 2019-nCoV.Covid19 mythbusters  🚨Can an ultraviolet disinfection lamp kill the new coronavirus?🚨UV lamps should not be used to sterilize hands or other areas of skin as UV radiation can cause skin irritation.Covid19 mythbusters  🚨How effective are thermal scanners in detecting people infected with the new coronavirus?🚨Thermal scanners are effective in detecting people who have developed a fever because of infection with the new coronavirus.Covid19 mythbusters  🚨Can spraying alcohol or chlorine all over your body kill the new coronavirus?🚨No. Spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body.Covid19 mythbusters  🚨Do vaccines against pneumonia protect you against the new coronavirus?🚨No. Vaccines against pneumonia, such as pneumococcal vaccine and Haemophilus influenza type B (Hib) vaccine, do not provide protection against the new coronavirus.Covid19 mythbusters  🚨Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?🚨No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus. Covid19 mythbusters  🚨Can eating garlic help prevent infection with the new coronavirus?🚨There is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.Covid19 mythbusters  🚨Does the new coronavirus affect older people, or are younger people also susceptible?🚨People of all ages can be infected by the new coronavirus (2019-nCoV).Covid19 mythbusters  🚨Are antibiotics effective in preventing and treating the new coronavirus?🚨No, antibiotics do not work against viruses, only bacteria.Covid19 mythbusters  🚨Are there any specific medicines to prevent or treat the new coronavirus?🚨To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV).Covid19 mythbusters  	0
 Just a quick question Mark, when does it end? Not with a vaccine because most people won't get the vaccine. I am one who understands that like most viruses it is herd immunity that is truly the end game. What is your opinion?I'm kinda glad they are making this decision. Let the market decide that this is a terrible idea.  Quick answer. I'm going to wear a mask in public and will avoid establishments that don't require it. The point I'm making is an economics/demand point. I'm not a doctor and don't claim to be one.	0
Webinar - What is IncomeProtection &amp; Why do we need it?There are two potential reasons why a person can lose income:1. Loss of Employment/Economic Downturn2. Loss of Income due to Bad HealthJoin us on Friday 27th March 2020 at 2pm Dubai zoom UAE 	0
COVID-19 virus can be transmitted in areas with hot and humid climatesFrom the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather.Actually, taking a hot bath with extremely hot water can be harmful, as it can burn you. The best way to protect yourself against COVID-19 is by frequently cleaning your hands.By doing this you eliminate viruses that may be on your hands and avoid infection that could occur by then touching your eyes, mouth, and nose. The new coronavirus CANNOT be transmitted through mosquito bites.To date there has been no information nor evidence to suggest that the new coronavirus could be transmitted by mosquitoes.The new coronavirus is a respiratory virus which spreads primarily through droplets generated when an infected person coughs or sneezes, or through droplets of saliva or discharge from the nose.To protect yourself, clean your hands frequently with an alcohol-based hand rub or wash them with soap and water. Also, avoid close contact with anyone who is coughing and sneezing. Are hand dryers effective in killing the new coronavirus?No. Hand dryers are not effective in killing the 2019-nCoV. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water.Once your hands are cleaned, you should dry them thoroughly by using paper towels or a warm air dryer. Can an ultraviolet disinfection lamp kill the new coronavirus?UV lamps should not be used to sterilize hands or other areas of skin as UV radiation can cause skin irritation. How effective are thermal scanners in detecting people infected with the new coronavirus?Thermal scanners are effective in detecting people who have developed a fever (i.e. have a higher than normal body temperature) because of infection with the new coronavirus.However, they cannot detect people who are infected but are not yet sick with fever. This is because it takes between 2 and 10 days before people who are infected become sick and develop a fever. The virus is so new and different that it needs its own vaccine. Researchers are trying to develop a vaccine against 2019-nCoV, and WHO is supporting their efforts.Although these vaccines are not effective against 2019-nCoV, vaccination against respiratory illnesses is highly recommended to protect your health. Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus.There is some limited evidence that regularly rinsing nose with saline can help people recover more quickly from the common cold. However, regularly rinsing the nose has not been shown to prevent respiratory infections. Can eating garlic help prevent infection with the new coronavirus?Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. Does the new coronavirus affect older people, or are younger people also susceptible?People of all ages can be infected by the new coronavirus (2019-nCoV).Older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus.WHO advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene. Are antibiotics effective in preventing and treating the new coronavirus?No, antibiotics do not work against viruses, only bacteria. The new coronavirus (2019-nCoV) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.However, if you are hospitalized for the 2019-nCoV, you may receive antibiotics because bacterial co-infection is possible. Are there any specific medicines to prevent or treat the new coronavirus?To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV).However, those infected with the virus should receive appropriate care to relieve and treat symptoms, and those with severe illness should receive optimized supportive care.	0
NASA recently released imagery showing the deforestation of America  …in just 34 years. _ i don care about usa_  I really wish we had pictures showing 85% of deforested European lands by the late 1400's!!	1
WHO on COVID-19: Are antibiotics effective in preventing and treating the new coronavirus? , ,      Antibiotics are used for treatment of bacterial infections!    ZveAntibiotic zvirikupindirana papa nezveAge zvikurehwa apo.     Ndokumbirawo mundikwazisire vanun'una wangu joji naNick , muvati basa sebasa akomana uyezve pamberi nekutsotsonya    Nonsense! Where in the attached brochure does WHO talk about antibiotics?    What does the image have to do with the text in your Tweet??And bo, antibiotics will naturally NOT work against a virus. Even if idiots like Prosper Chonzi think so!    Aah. ZBC News is a disgrace. Antibiotics on Virus? Who is your Medical Correspondent?    ZBC yenyu iyi zvakaoma vakomana    10 + 4 = 40The worst reporting ever    Please stop this stupidity where are you getting the antibiotics part	0
 People is how it’s spread. You get the virus through your eyes/nose/mouth/breath.	0
Police taking people out of Paris grocery where hostages were being held.   More workplace violence right, CNN?“: Police taking people out of Paris grocery where hostages were being held.  Prayers  Les habitants de Boston se tiennent avec la France. FranceStrong hooah the brother Kouachi are deadThank G-d! RT : Police taking people out of Paris grocery where hostages were being held.  Both simultaneous Penetrations by French Special Forces where a success,terrorists down hostages freedJE SUIS CHARLIE SpecForces  Thank goodness! Is it possible for this to end with no more innocent lives lost? 4 people reported dead of six hostages. Sounding worse . Thnx for updates &amp; links.“: Police taking people out of Paris grocery where hostages were being held.  watching the news. “: Police taking people out of Paris grocery where hostages were being held.  🙏_shelly  fingers crossed“: Police taking people out of Paris grocery where hostages were being held. “: Police taking people out of Paris grocery where hostages were being held. 	0
We send our deepest condolences to the family and friends of Paul Walker and Roger Rodas.    cool  THE  LORD  needed two more GREAT Guys in HEAVEN ! GOD Be WIth the families  of these Men !  WE WILL MISS VERY MUCH!	0
BewareOfCOVID19Does the new coronavirus affect older people, or are younger people also susceptible?People of all ages can be infected by the new coronavirus (2019-nCoV). Older people, and people with pre-existing medical conditions.,such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus. WHO advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene.	0
"_REPORT And now for comedy night at the Capitol!_REPORT  Let us all see WhoIsOnTheList?_REPORT if you can't see that this administration is trying to destroy this country you are blind. It's all part of obamas plan.“_REPORT: SHOCK:  72 'Homeland Security' Employees on Terrorist Watch List...  Control totally lost._REPORT    said if you're on the watch list, shouldn't have guns cuz you r a terrorist-But you can work for the govt_REPORT Shouldn't be a Shocker 😱 to anyone!  Would you expect any less from the Obama Admin?_REPORT can't keep them out of DOHS! How will they keep terrorist out of USA?_REPORT  Obama says they're hard at work to protect the US... Oops!!Shocking _REPORT: SHOCK:  72 'Homeland Security' Employees on Terrorist Watch List... _REPORT Who better to watch the hen house then Foxes?_REPORT I'm not sure if it's a ""shock"". The list parameters are vague enough to include dogs probably._REPORT  Hey  get your own freaking house in order, ok?_REPORT  do ppl on the list know they are on the list?_REPORT  You can bet when he leaves office he will still have lots of security that were paying for_REPORT  And Jeh Johnson is at the top of that list._REPORT   Unanswered questions: how many had security clearances and how many are still on the job?_REPORT  what do you think about this?_REPORT  Why is this shocking? Haven't you studied the characters 'running' the U.S.?_REPORT great idea !_REPORT     But this administration will hire anything.  Just imagine what destruction these on the list could do._REPORT I bet they have guns! DoubleStandard_REPORT  How many of the DHS employees carry a gun as part of their job?_REPORT  Virgins?_REPORT wowwww its this possible why the hell are you guys hiring people on a freaking list_REPORT That makes them eligible for raises I guess!_REPORT The new normal for our government_REPORT Shocked....are you kidding me? Obama is in office and he probably ordered it._REPORT Which of the 72 was in charge of vetting Tashfeen Malik for her K-1 bridal visa?_REPORT  I've heard of hostile work environments, but...damn. _REPORT  In lists we trust?_REPORT WTF?“_REPORT: SHOCK:  72 'Homeland Security' Employees on Terrorist Watch List...   _REPORT  not SHOCKED, Muslim brotherhood!_REPORT .  shocked ..why is that?  they do unto us and expected it not to be done back ?_REPORT I'd like to be armed by the government...I'm a 'moderate american'_REPORT They probably use the ""most extensive background checks"" of any of our visitors; except maybe Syrian refugees. petulantPOTUS_REPORT  72 that are known...THE SHADOW KNOWS (for sure)!"	1
DoinTooMuch RT :  A Chick-fil-A manager banned slang at his location.     I am in all of the tears, right now.😂😂 You were doing too much blowing in  face  do  know about this?  good! could they be any more ignorant?  I love the fact that every number between 0-100 are acceptable 😄SMH RT :  A Chick-fil-A manager banned slang at his location.    Insubordinate. And churlish.  did it purposely misspell Down? Or is it Dine? Lol and this Manager is DoinTooMuch trying to cut out slang 😂  Ha Ha....stop accusing people of having Ebola.😂😂😂😂 RT  A Chick-fil-A manager banned slang at his location.   _  lol I though this was fake then I saw CNBC tweet it  Some people love their jobs too Damn much!  bet they gonna start saying 1-99  for real it's just fast food and i like Jack in the Box better anyway  😂😂😂 That's funny!  Pretty soon though this will be the law of the land. Hobby Lobby, Chick-fil-A , Home Depot,all churches in disguise.	1
That powerful letter from Lego to parents from the 1970s? It's real    And the brain dead sets they sell now to girls and separating genders. Go back Lego!Bravo _Group! “: Powerful letter from Lego to parents from the 1970s, it's real  *  That BatShitCrazy CeaseAndDesist letter from  to Yours Truly from June 2012? It's real. 	0
"_Velgarn _mlp Or, you know, just read the WHO website.Just click on ""What can I do to protect myself and prevent the spread of disease?"" and read ""Protection measures for everyone"".These are fairly simple things anyone can do.damn, every single store I've been to is out or rubbing alcohol and hand sanitizerseems like people are stacking up due to coronavirusluckily I managed to mac gyver something out (spay with rubbing alcohol for hands) , stay safe y'all! _mlp Just wash your hands and use common sense. Unless you are 70+ and/or with respiratory disfunction or similar gubbinz you shouldn't worry excessively. Mass panic is worse than the actual virus_Velgarn _mlp Well, yes you should still make sure to wash your hands properly. If you use soap or regular (non alcohol and non chlorhexidine (4%)) hand sanitizer, you are running the risk of passing this crap on to those of us who ARE at risk._Velgarn _mlp This is similar to the anti-vax mentality. What you're doing, by not taking care, is increasing the spread rate and the likelihood someone who is at risk is going to get it.Signed: hypertensive, immune-compromised, and diabetic. _mlp How can i spread something i don't have?Most of the people freaking out don't have the actual virus at all yet they are reducing the supplies for those which actually need them. Just use the common sense and listen to your local Ministry of Health _mlp Yes, that's the same things the Ministry of Health say people to do. As long as people supposely follow certified sources its better. Problem is not many people are aware of what the WHO is, that's why i use the Ministry as Example, or whatever similar thing other countries have"	0
Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”LetsFightCorona Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness.LetsFightCorona These droplets land on objects and surfaces around the person. LetsFightCorona Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth.LetsFightCorona People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets.LetsFightCorona This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.LetsFightCorona WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    LetsFightCorona Can the virus that causes COVID-19 be transmitted through the air?LetsFightCorona Can CoVID-19 be caught from a person who has no symptoms?LetsFightCorona The main way the disease spreads is through respiratory droplets expelled by someone who is coughing.LetsFightCorona The risk of catching COVID-19 from someone with no symptoms at all is very low.LetsFightCorona 	0
What's your comment or intriguing question on this one?  Should I wear a mask to protect myself.. COVID2019 staysafe _Foundation    I think wearing the mask should be for those ill, in order to reduce spread bcuz the improper usage of this mask can even lead to more danger _Foundation    But how do u know someone is ill?	0
  I guess the counter question is why do we need it? Not one soap mentioning corona virus 🤔They usually incorporate world events x It's too hard to with the situation changing several times  daily. The insert they film could be out of date by the time it goes out. They probably have other things to worry about like keeping the shows running and the staff and procedures safe and don't need the extra work  Genuine question, not being a cow, how hard would it be to film two characters already doing a scene in the pub to slip on/off a jacket and complain about empty shelves in the Kabin/Minute Mart/ Price Slice?  Soaps based on real life and the corona virus is part of lives now.. They don't have to have stats, maybe humour like singing happy birthday while washing hands before serving customers at the cafe 😁.. Just reinforce what government has said 👀  For many it's not really funny though is it? So I don't think EE taking the mick with hand sanitiser would cheer them up   Exactly. I'm already staying/working from home due to the Coronavirus. One person in the town where I teach has contracted the virus. Now schools are shut down. I don't want to watch my favorite soaps talking about it.	0
  Are you implying COVID-19 is just like the flu? “value human lives over”_yasemsky  But were you saying that as influenza ran it's deadly course every year?_yasemsky  Not at all, with the right precautionary efforts we can deal with the circumstances without destroying our livelihoods.	1
Not good for fancy swiss brand  : Philly Steak &amp; Cheese  Linked To Massive Beef Recall  food	0
"Vatican official says there is ""a sense of regret"" that Pope Francis met with Kim Davis:   For a pope to single out one persons gain in financial &amp; fictitious belief is a malicious act &amp; without merit. only after the fuss. Why would they think meeting her was a good idea in the first place. the Humanum &amp; the upcoming OctoberSynod will provide more clarity, remember the Left Liberal FLIP agenda is at hand, we R @ APEX This Women is a Reborn again Wacker... IT'S Not her place to challenge Law or her Beliefs... you let them use you shame on you you are a man of God and The infallible are fallible? Good to know America feels the same way.It's pretty chickenshit of the Pope but he can excommunicate the Mafia but he tiptoes around Sodomites. Pretty pathetic POS  oh dear .. This is all so disappointing.. Back to the old ways it seems .. meeting her could have been balanced by his views if it were not kept as a secret,  Secrecy was the mistake. Pope needs to stop being so lovable to everyone and get on w/ real Pope-ing work: Lead Role in Inspirational Deity Delusion Opera. let's remember the type of people Jesus hung out with. Society didn't think much of them either. No regrets required  Major misstep by the Pope and Vatican. She is promoting defiance and the Pope agreed? I thought gay marriage was sort of against catholic beliefs. So should the Vatican be unbiased? lol more manipulated shite - uttered from that disgusting cult. Religious people problems. MEH    The Pope and the Vatican regret ever meeting you. tcotRT : Vatican official says there is ""a sense of regret"" that Pope Francis met ...    The pope has 100% right to choose his own sexuality. Like everyone else on the planet. Wish he'd accept that. Nothing, and I mean Nothing or No one can do mystery and intrigue like the Church. as there should be, she is bad news for christians everywhere Odd the pope doesn't support religious people. If he doesn't admit it then those who are after his neck get away scot-free. Does the Pope consider gay marriage illegal? ??Tell me please.  lmfao I read somewhere earlier this week with “statements” of “blessings” for her actions Infallible? I think not. : it's ok to pray with muslims but not ok to meet Christians,  that's the Pope for you Well Duh true colors were shown . The Pope needs to stick to popeing The  should regret meeting Davis. I don't regret leaving the church though.  I would hope so....that was one dumb move...his advisors should have known better.  Big set back.  I would check sources on this one who told him to do that, I think he may not have consulted in prayer about this, but probably got a big Republican donation.  Meh. Who gives an at's rass what an ""official"" says --let alone Bergoglio? Birds of a feather frock together.  Sorry it became known. ok Why? there should be a BIG sense of regret.  He needs to know what he stands for, not just take the advice of his staff. I'll bet there is. That idiot woman deserves no credence. if but an1 wuld stnd agst gay law it shld b d church of christ.if d vatica fail 2 se it sf as d church of christ wat den christiaty How can you have a sense of regret over meeting a human being? What kind of religious people are you? Politicians or Priests? Smh Simple damage control... the Vatican wants it both ways; that group is not my moral compass, doesn't deserve the attention it gets _nixon was this a wise move?"	0
